"Name","Loop","FollowParent","ShakeScreen","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","FlashColor","Scale","FlashDuration","TextInstanceName","TextParentInstanceName","EnemyVersion","FlashWidth"
,,,,,,"ParticleEmitter",,,"knight_depoy_dustShadow",,"Shadow",,60,,,,,
,,,,,,"ParticleEmitter",,,"knight_deploy_dustPuff2",,"Object",,60,,,,,
"tombstone_deploy",,,,250,"sound_tombstone_deploy","ParticleEmitter",,,"towerExplode_Smoke",,"Ground",,,,,,,
,,,,250,,"ParticleEmitter",,,"Rock Pieces Emitter",,"Ground",,,,,,,
"tombstone_spawn",,,,,"sound_tombstone_spawn","SWF",,,"SmokeBomb_smoke1",,"Above",,,,,,,
"tombstone_die",,,,,"sound_tombstone_die","ParticleEmitter",,,"Goblin_hut_woodExplosion",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TowerExplode_smokePuff",,"Base",,,,,,,
"MAGIC3 EFFECTS ABOVE",,,,,,,,,,,,,,,,,,
"SCROLL EFFECTS BELOW",,,,,,,,,,,,,,,,,,
"Growth",,,,,"Growth","SWF",,,,,"Object",,,,,,,
"HotCoals",,,,,"Hot coals appear","ParticleEmitter",,,"HotHoals1",,"Object",,85,,,,,
,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,
,,,,250,,"ParticleEmitter",,,"BlueSparksEmitter",,"Object",,,,,,,
,,,,2,,"ParticleEmitter",,,"SmokePuff",,"Object",,,,,,,
"HotCoals_loop","true",,,,"Hot coals loop","ParticleEmitter",,,"HotHoals_loop",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"HotCoals_loop2",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"HotCoals_sparks",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"HotCoals_loop4",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"HotCoals_darken",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"HotCoals_darken2",,"Base",,,,,,,
"Charge_active",,,,,"Get gold","SWF","sc/effects.sc","get_gold",,,"Above",,,,"txt","resource",,
"GetGold",,,,,"Get gold","SWF","sc/effects.sc","get_gold",,,"Above",,,,"txt","resource",,
"GetMana",,,,,"get mana","SWF","sc/effects.sc","get_mana",,,"Above",,,,"txt","resource",,
"Damage",,,,,,"SWF","sc/level.sc","effect_Hit1",,,"Object",,100,,,,,
"Root",,"true",,,"Root","SWF","sc/effects.sc","spell_root_base",,,"Ground",,,,,,,
,,,,250,,"SWF","sc/effects.sc","spell_root_front",,,"Object",,,,,,,
,,,,,,"ParticleEmitter",,"RootRocks1","RootRocks1",,"Ground",,,,,,,
,,,,,,"ParticleEmitter",,,"SewerSteam",,"Above",,,,,,,
,,,,10,,"ParticleEmitter",,,"SewerSteam",,"Above",,,,,,,
"FireballSpell",,,1000,70,,"ParticleEmitter",,,"SparkEmitter1",,"Object",,100,,,,,
,,,,,"Fire ball explo","SWF","sc/effects.sc","ExplosionBlast",,,"Object",,,,,,,
,,,,100,,"ParticleEmitter",,,"SparkEmitter1",,"Object",,,,,,,
,,,,,,"SWF","sc/effects.sc","ExplosionGroundGlowSlowOut",,,"Ground",,,,,,,
,,,,,,"SWF","sc/effects.sc","ExplosionGroundGlow",,,"Ground",,,,,,,
,,,,,,"SWF","sc/effects.sc","ExplosionBlast",,,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"SmokeEmitter",,"Object",,,,,,,
,,,,,,"ScreenFlash",,,,,"Ground",1694485504,,,,,,
,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,
,,,,,,"SWF","sc/effects.sc","Explosion",,,"Object",,,,,,,
"MeteorExplosion",,,,,"Fireball explodes","SWF","sc/level.sc","MeteorExplosion",,,"Object",,100,,,,,
"Immunity",,"true",,,,"SWF","sc/level.sc","immunity",,,"Above",,100,,,,,
"Vulnerability",,"true",,,,"SWF","sc/level.sc","vulnerability",,,"Above",,100,,,,,
"Healing",,"true",,,,"SWF","sc/level.sc","effect_heal",,,"Object",,100,,,,,
"DeathEffect",,,,,,"SWF","sc/characters.sc","death_animation",,,"Ground",,100,,,,,
"Invisibility",,"true",,,"Invisibility","SWF",,,,,"Object",,100,,,,,
"MindControl",,"true",,,"MindControl","SWF",,,,,"Object",,100,,,,,
"CharacterDeploy","true",,,,"CharacterDeploy","SWF",,,,,"Object",,50,,,,,
"Protection",,"true",,,"Protection","SWF","sc/level.sc","effect_protection",,,"Object",,100,,,,,
"damage_burn","true","true",,,,"SWF","sc/level.sc","effect_burn",,,"Object",,100,,,,,
"Explosion",,,,,,"SWF","sc/effects.sc","SlamShockAnim","SmokeEmitter",,"Ground",,100,,,,,
,,,,,,"SWF","sc/effects.sc","SlamFlashAnim",,,"Object",,100,,,,,
,,,,,,"ScreenFlash",,,,,"Ground",-251605914,100,,,,,
"HitEffect1",,"true",,20,,"SWF","sc/effects.sc","HitFlashFx",,,"Object",,100,,,,,
,,,,,,"SWF","sc/effects.sc","hitFx",,,"Object",,100,,,,,
,,,,10,,"ParticleEmitter",,,"BloodSpatter1",,"Object",,100,,,,,
"ObjectClick1",,,,,,"Filter","sc/effects.sc","ObjectClick",,,"Ground",,100,,,,,
"Cast_RainOfArrows",,,,,"Arrow fire","ParticleEmitter",,,,,"Above",,,,,,,
"Cast_FireRainOfArrows",,,,,"Fire arrow","ParticleEmitter",,,,,"Above",,,,,,,
"ArrowHitGround",,,,,"Arrow volley hit","ParticleEmitter",,,"Arrows Hit Ground",,"Ground",,100,,,,,
"FireArrowHitGround","true",,,,"Arrow hit ground","ParticleEmitter",,,"Arrows Hit Ground",,"Ground",,100,,,,,
,,,,,,"ParticleEmitter",,,"FlameEmitter",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"FlameEmitter_small",,"Object",,,,,,,
,,,,10,,"ParticleEmitter",,,"Black_spot",,"Ground",,,,,,,
"FireArrowProjectileEmitter","true",,,,,"ParticleEmitter",,,"FlameArrowEmitter_small",,"Above",,50,,,,,
"ArrowHit",,,,,"Arrow hit","SWF",,,,,"Ground",,100,,,,,
"SmokeArea","true",,,,"Smoke","ParticleEmitter",,,"SmokeBomb_smoke1",,"Above",,,,,,,
,"true",,,100,,"ParticleEmitter",,,"SmokeBomb_smoke2",,"Above",,,,,,,
,,,,200,,"ParticleEmitter",,,"SmokeBomb_smoke3",,"Above",,,,,,,
"TowerDeploy",,,,,,,,,,,,,,,,,,
"TowerIdle",,,,,,,,,,,,,,,,,,
"TowerFire",,,,,"Tower Attack","ParticleEmitter",,,"Tower_fire_glow1",,"Above",,100,,,,,
,,,,,,"ParticleEmitter",,,"Tower_fire_particles1",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"Tower_fire_particles2",,"Above",,,,,,,
"TowerStartFire",,,,,,"ParticleEmitter",,,"Tower_fire_particles1",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"Tower_fire_glow1",,"Above",,,,,,,
"TowerProjectileHit",,,,,"Tower Hit","SWF","sc/effects.sc","ExplosionGroundGlowBlue",,,"Above",,35,,,,,
,,,,130,,"SWF","sc/effects.sc","ElectricLightning",,,"Above",,,,,,,
,,,,,,"SWF","sc/effects.sc","ElectricGlowBall",,,"Above",,,,,,,
"TowerExplode",,,1000,50,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,
,,,,250,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TowerExplode_rockEmitter",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"Tower_destroyed_ground",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"Big_rock_particle1",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,
"TowerPlayerLoop","true",,,,,"SWF","sc/effects.sc","GlowRed",,,"Shadow",,,,,,,
,,,,,,"ParticleEmitter",,,"Tower_continuous_particles1",,"Above",,,,,,,
"CrowdTowerTakeDamage",,,,,"sound_tower_take_damage","Effect",,,,,"Object",,,,,,"CrowdTowerTakeDamageEnemy",
"CrowdTowerTakeDamageEnemy",,,,,"sound_tower_take_damage_enemy","Effect",,,,,"Object",,,,,,,
"CrowdSummonBigUnit",,,,,"sound_summon_own_big","Effect",,,,,"Object",,,,,,"CrowdSummonBigUnitEnemy",
"CrowdSummonBigUnitEnemy",,,,,"sound_summon_enemy_big","Effect",,,,,"Object",,,,,,,
"CrowdDieBigUnit",,,,,"sound_summon_own_big_die","Effect",,,,,"Object",,,,,,"CrowdDieBigUnitEnemy",
"CrowdDieBigUnitEnemy",,,,,"sound_summon_enemy_big_die","Effect",,,,,"Object",,,,,,,
"FireplaceDeploy",,,,,"Fireplace deploy","SWF",,,,,"Object",,18,,,,,
"FireplaceIdle","true",,,,"Fireplace idle","ParticleEmitter",,,"Fireplace_emitter",,"Object",,18,,,,,
"FireplaceAttackStart",,,,,"Fireplace attack start","SWF",,,,,"Object",,100,,,,,
"FireplaceHit",,,,,"Fireplace hit","SWF",,,,,"Object",,100,,,,,
"FireplaceDie",,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",,100,,,,,
,,,,,"Fireplace die","SWF",,,,,"Object",,,,,,,
"FireSpiritDeploy","true",,,,"FireSpirit deploy","ParticleEmitter",,,"FireSpirit_emitter",,"Object",,18,,,,,
"FireSpiritSteps",,,,,"FireSpirit steps","SWF",,,,,"Ground",,100,,,,,
"FireSpiritAttackStart",,,,,"FireSpirit attack start","SWF",,,,,"Object",,100,,,,,
"FireSpiritHit",,,,,"FireSpirit hit","ParticleEmitter",,,"FireRingEmitter",,"Object",,30,,,,,
"FireSpiritDie",,,,,,"ParticleEmitter",,,"FlameEmitter",,"Base",,100,,,,,
"WizardDeploy",,,,,"WizardDeploy","SWF",,,,,"Object",,100,,,,,
,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize","Base",,,,,,,
"WizardSteps","true",,,,"WizardSteps","SWF",,,,,"Ground",,100,,,,,
"WizardAttackStart",,,,,"WizardAttackStart","SWF",,,,,"Object",,100,,,,,
"WizardProjectileHit",,,,,"WizardProjectileHit","SWF",,,,,"Object",,100,,,,,
"WizardHit",,,,,"WizardHit","SWF",,,,,"Object",,100,,,,,
"WizardTakeDamage",,,,,"WizardTakeDamage","Filter","sc/level.sc","filter_burn",,,"Object",,50,,,,,
,,,,,,"ParticleEmitter",,,"Stunner",,"Base",,,,,,,
"WizardDie","true",,,,"WizardDie","ParticleEmitter","sc/characters.sc","death_animation","Wizard_die_player_emitter1",,"Object",,100,,,,,
"ConstructionDeploy2x2",,,,,"Construction deploy 2x2","SWF",,,,,"Above",,100,,,,,
"ConstructionDeploy3x3",,,,,"Construction deploy 3x3","SWF",,,,,"Above",,100,,,,,
"ConstructionDestroyed",,,,,"Construction destroyed","SWF",,,,,"Above",,100,,,,,
"GenericBuildingReady",,,,,"Generic building ready","SWF",,,,,"Above",,100,,,,,
"ArcherTowerDeploy",,,,,"ArcherTower deploy","SWF",,,,,"Object",,100,,,,,
"ArcherTowerAttack",,,,,"ArcherTower attack","SWF",,,,,"Object",,100,,,,,
"ArcherTowerTarget",,,,,"ArcherTower target","SWF",,,,,"Above",,100,,,,,
"ArcherTowerDie",,,,,,"SWF",,,,,"Ground",,100,,,,,
,,,,,"ArcherTower die","SWF",,,,,"Object",,,,,,,
"Knight Deploy",,,,,"Knight deploy","SWF",,,,,"Object",,100,,,,,
"Knight Charge",,,,,"Knight Charge","SWF",,,,,"Object",,100,,,,,
"KnightSteps",,,,,"Knight steps","SWF",,,,,"Ground",,100,,,,,
"KnightAttackStart",,,,,"Knight attack start","ParticleEmitter",,,"Fireplace_emitter",,"Object",,100,,,,,
"KnightHit",,,,,"Knight hit","SWF",,,,,"Object",,100,,,,,
"KnightTarget",,,,,"Knight target","SWF",,,,,"Above",,100,,,,,
"KnightDie",,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",,100,,,,,
,,,,,"Ent Big Die","SWF",,,,,"Object",,,,,,,
"ArcherDeploy",,,,,"Archer deploy","SWF",,,,,"Object",,100,,,,,
,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize","Base",,,,,,,
"ArcherSteps",,,,,"Archer steps","SWF",,,,,"Ground",,100,,,,,
"ArcherAttackStart",,,,,"Archer attack start","SWF",,,,,"Object",,100,,,,,
"ArcherAttack",,,,,"Archer attack","SWF",,,,,"Object",,100,,,,,
"ArcherTarget",,,,,"Archer target","SWF",,,,,"Above",,100,,,,,
"ArcherDie",,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",,100,,,,,
,,,,,"Archer die","SWF",,,,,"Object",,,,,,,
"DecoFireplaceLoop","true",,,,,"ParticleEmitter",,,"Fireplace_particles_loop",,"Above",,,,,,,
,"true",,,,,"SWF","sc/effects.sc","Deco_fireplace_glow",,,"Ground",,,,,,,
,,,,,,"ParticleEmitter",,,"Fireplace_bouncy_particles_loop",,"Object",,,,,,,
,,,,,,"SWF","sc/effects.sc","Deco_fireplace_base",,,"Ground",,,,,,,
"Background_haze","true",,,,,"ParticleEmitter","sc/effects.sc",,"Haze1",,"Object",,,,,,,
"SCROLL EFFECTS ABOVE",,,,,,,,,,,,,,,,,,
"GUNSHINE EFFECTS BELOW",,,,,,,,,,,,,,,,,,
"LevelUp",,"true",,,"LevelUpWiz","SWF","sc/effects.sc","LevelUpGroundGlow",,,"Ground",,,,,,,
,,,,,,"SWF","sc/effects.sc","LevelUpFx",,,"Above",,,,,,,
,,,,,,"ScreenFlash",,,,,"Ground",-154,,,,,,
"Stun",,,,70,,"ParticleEmitter",,,"Stunner",,"Object",,,,,,,
,,,,,,"SWF","sc/effects.sc","ExplosionGroundGlowBlue",,,"Ground",,,,,,,
,,,,130,,"SWF","sc/effects.sc","ElectricLightning",,,"Object",,,,,,,
,,,,,,"SWF","sc/effects.sc","ElectricGlowBall",,,"Object",,,,,,,
,,,,200,,"ScreenFlash",,,,,"Ground",-1258291201,,,,,,
"PoisonSteam",,"true",,,,"ParticleEmitter",,,"PoisonSteamer",,"Above",,,,,,,
"Burner","true","true",,,,"ParticleEmitter",,,"FlameEmitter",,"Object",,50,,,,,
"Wall Explode",,,1000,180,,"ParticleEmitter",,,"WallExplosion",,"Above",,,,,,,
,,,,100,,"SWF","sc/effects.sc","ExplosionBlast",,,"Above",,,,,,,
,,,,250,,"ParticleEmitter",,,"WallExplosionSparks1",,"Above",,,,,,,
,,,,,,"SWF","sc/effects.sc","GlowRedBig",,,"Above",,,,,,,
,,,,,,"ScreenFlash",,,,,"Ground",-13261,,,,,,
,,,,40,,"ParticleEmitter",,,"Explosion Pilar",,"Above",,,,,,,
,,,,150,,"ParticleEmitter",,,"Rock Pieces Emitter",,"Object",,,,,,,
,,,,300,,"ParticleEmitter",,,"SmokeEmitter",,"Object",,,,,,,
,,,,200,,"ParticleEmitter",,,"SmokePuff",,"Object",,,,,,,
"EndBattle","true",,,,,"SWF","sc/effects.sc","finalBattle_effect",,,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"HotCoals_sparks",,"Base",,,,,,,
"GoodTarget",,"true",,,,"Filter","sc/level.sc","filter_target",,,"Base",,100,,,,,
"RangeDanger",,"true",,,,"Filter","sc/level.sc","filter_enemy",,,"Base",,100,,,,,
,,,,,"Enemy on range","SWF","sc/level.sc","spot_enemy",,,"Above",,,,,,,
"DragEffect","true",,,,,"ParticleEmitter",,,"DragSparkEmitter",,"Base",,,,,,,
"SpellCasting",,,,,"SpellCasting","ParticleEmitter",,,"HotCoals_sparks",,"Object",,,,,,,
"Fireball_explosion",,,800,100,,"ParticleEmitter",,,"explosion_base",,"Ground",,85,,,,,
,,,,,"Fire ball explo","ParticleEmitter",,,"Fireball_explosion_smoke",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","explosion_glow1","Fireball_explosion_glow",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","explosion_glow1","Fireball_explosion_sparks",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","darken_gradient","explosion_lava",,"Base",,,,,,,
,,,,10,,"ParticleEmitter",,,"explosion_gradients",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"explosion_shadow",,"Shadow",,,,,,,
,,,,,,"ParticleEmitter",,,"explosion_fire",,"Object",,,,,,,
,,,,300,,"ParticleEmitter",,,"explosion_continousFire",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"explosion_glow",,"Above",,,,,,,
"Generic_death",,,,,,"ParticleEmitter",,,"Death_sparkle",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"Death_sparkle_still1",,"Ground",,,,,,,
,,,,,,"ParticleEmitter",,,"death_sparkle_still2",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Fireball_explosion_glow",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_blue_smoke_shadow",,"Shadow",,,,,,,
"TargetDummy_die",,,,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,
,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",,,,,,,
"ArcherTower_continuousEffect","true",,,,,"SWF","sc/effects.sc","RoundExplosion",,,"Shadow",,,,,,,
"ExplosiveBarrel_continuous","true",,,,,"ParticleEmitter",,,"ExplosiveBarrel_cont_glow1",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ExplosiveBarrel_cont_glow2",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ExplosiveBarrel_cont_sparks",,"Object",,,,,,,
"Death_enemy",,,,,"sound_generic_death","ParticleEmitter",,,"Death_elixir_burst1",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_enemy_puff",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_blue_smoke_shadow",,"Shadow",,,,,,,
"Death_player",,,,,"sound_generic_death","ParticleEmitter",,,"Death_elixir_burst1",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_enemy_puff",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_blue_smoke_shadow",,"Shadow",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_elixir_ground1",,"Base",,,,,,,
"ArcherTower_destruction",,,300,,"ArcherTower die","ParticleEmitter",,,"ArcherTower_particle1",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particle2",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particle3",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particle4",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particles5",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particle6",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particle7",,"Object",,,,,,,
,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_destruction_smoke",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_destruction_smoke_shadow",,"Shadow",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_destroyed",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"AercherTower_particleShadows",,"Shadow",,,,,,,
"ExplosiveBarrel_explosion",,,800,100,,"ParticleEmitter",,,"explosion_base",,"Ground",,85,,,,,
,,,,,"Explosive Barrel explosion","ParticleEmitter",,,"Fireball_explosion_smoke",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","explosion_glow1","Fireball_explosion_glow",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","explosion_glow1","Fireball_explosion_sparks",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","darken_gradient","explosion_lava",,"Base",,,,,,,
,,,,10,,"ParticleEmitter",,,"explosion_gradients",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"explosion_shadow",,"Shadow",,,,,,,
,,,,,,"ParticleEmitter",,,"explosion_fire",,"Object",,,,,,,
,,,,300,,"ParticleEmitter",,,"explosion_continousFire",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"explosion_glow",,"Above",,,,,,,
"ExplosiveBarrel_deploy",,,,,"ExplosiveBarrel deploy","SWF",,,,,"Object",,,,,,,
"Projectile_rocket_emitter","true","true",,,,"ParticleEmitter",,,"Projectile_rocket_emitter1",,"Above",,,,,,,
"RocketTower_attack",,"true",,,"RocketTower attack","ParticleEmitter",,,"RocketTower_emitter1",,"Above",,,,,,,
,,,,1,,"ParticleEmitter",,,"RocketTower_smoke1",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"RocketTower_emitter2",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"Musketeer_glow",,"Above",,,,,,,
"RocketTower_destruction",,,300,,"RocketTower destruction","ParticleEmitter",,,"ArcherTower_particle1",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particle2",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particle3",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particle4",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particles5",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particle6",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_particle7",,"Object",,,,,,,
,,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_destruction_smoke",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"ArcherTower_destruction_smoke_shadow",,"Shadow",,,,,,,
,,,,,,"ParticleEmitter",,,"AercherTower_particleShadows",,"Shadow",,,,,,,
,,,,,,"ParticleEmitter",,,"RocketTower_destroyed_base",,"Base",,,,,,,
"Beartrap_die",,,,,"BearTrapAttack","SWF",,,,,"Object",,,,,,,
"cannon_fire_projectile",,,,,"Cannon Fire","ParticleEmitter",,,"cannon_glow_top",,"Above",,1,,,,,
,,,,,,"ParticleEmitter",,,"cannon_smoke1",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"cannon_firePareticles",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"cannon_glow",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"cannon_smoke_shadow",,"Shadow",,,,,,,
"cannon_hit",,"true",,,,"ParticleEmitter",,,"cannon_hit_rock_emiter",,"Object",,100,,,,,
,,,,,,"ParticleEmitter",,,"cannon_hit_smokePuff",,"Object",,60,,,,,
,,,,,,,,,,,,,60,,,,,
"Cannon_deploy",,,,,"Cannon Deploy","SWF",,,,,"Above",,,,,,,
"Cannon_die",,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",,,,,,,
,,,,,"Boulder impact","SWF",,,,,"Object",,,,,,,
"Tower_projectile_emitter","true","true",,,,"ParticleEmitter",,,"Tower_projectile_trail1",,"Object",,,,,,,
"Fear_deploy",,,,,"PanicSpell","ParticleEmitter","sc/effects.sc","Fear_face","Fear_face_emitter",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","Fear_face","Fear_face_emitter_shadow",,"Shadow",,,,,,,
,,,,,,"ParticleEmitter",,,"SmokePuff",,"Object",,,,,,,
"BearTrap_deploy",,,,,"BearTrapDeploy","SWF",,,,,"Base",,,,,,,
"Character_marker_player",,,,,,"SWF",,,,,"Base",,,,,,"Character_marker_enemy",
"Character_marker_enemy",,,,,,"SWF",,,,,"Base",,,,,,,
"piper_attack_effect","true",,,,,"ParticleEmitter",,,"piper_attack_emmiter",,"Object",,,,,,,
"piper_hit",,"true",,,,"ParticleEmitter",,,"piper_hit_emmiter",,"Object",,100,,,,,
"Character_move_target_marker_player","true","true",,,,"SWF","sc/effects.sc","wizard_roundBase_player",,,"Base",,,,,,"Character_move_target_marker_enemy",
"Character_move_target_marker_enemy","true","true",,,,"SWF","sc/effects.sc","wizard_roundBase_enemy",,,"Base",,,,,,,
"FireballEmitter","true","true",,,,"ParticleEmitter",,,"FireballEmitterTrail",,"Object",,50,,,,,
,,,,,,"ParticleEmitter",,,"fireball_trial_spark",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"fireball_trail_glow",,"Above",,,,,,,
"rocketTowerHit",,,,,,"ParticleEmitter","sc/effects.sc","SlamShockAnim","rocketTowerHitsmoke",,"Above",,100,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","ExplosionBlast","RocketTower_fireworks",,"Above",,100,,,,,
,,,,,,"SWF","sc/effects.sc","Deco_small_glow",,,"Base",,100,,,,,
,,,,,,"ParticleEmitter",,,"rocketTower_fireworks2",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"rocketTower_sparks",,"Object",,,,,,,
"Death_elixir_player",,,,,,"ParticleEmitter",,,"Death_elixir_burst1",,"Object",,,,,,,
"Clouds1","true",,,,,"ParticleEmitter",,,"Clouds_move1",,"Above",,,,,,,
,,,,,,"SWF","sc/effects.sc","Overlay_glow",,,"Above",,,,,,,
,,,,,,"SWF","sc/effects.sc","Overlay_darken",,,"Above",,,,,,,
"Player_units_glow","true","true",,,,,,,,,,,,,,,"Enemy_units_glow",
"Enemy_units_glow","true",,,,,"SWF","sc/ui.sc","troop_glow_red",,,"Base",,,,,,,
"Troop_side",,,,,,,,,,,,,,,,,"Troop_side_enemy",
"Troop_side_enemy","true",,,,,"SWF","sc/ui.sc","troop_glow_red",,,"Base",,,,,,,
"Spell_rage_ground",,,,,,"SWF","sc/effects.sc","rage_effect_ground",,,"Base",,,,,,,
"Spell_rage_effect",,,,,"sound_rage_effect","ParticleEmitter",,,"Spell_rage_smoke1",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"Spell_rage_smoke2",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"Spell_rage_glowFast",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"Spell_rage_sparckle1",,"Object",,,,,,,
"Spell_rage_hit_effect","true","true",,,,,,,,,,,,,,,,
"Spell_rage_loop","true",,,,,"ParticleEmitter",,,"Spell_rage_sparkle1_loop",,"Object",,,,,,,
"EnemyGenericDie",,,,,"sound_enemy_die_jingle","Effect",,,,,"Object",,,,,,,
"GenericDie",,,,,"sound_own_die_jingle","Effect",,,,,"Object",,,,,,"EnemyGenericDie",
"inferno_beam_lvl1","true",,,,"inferno_loop","SWF","sc/effects.sc","inferno_beam",,,"Above",,,,,,,170
"inferno_beam_lvl2","true",,,,"inferno_loop","SWF","sc/effects.sc","inferno_beam_stage2",,,"Above",,,,,,,170
"inferno_beam_lvl3","true",,,,"inferno_loop","SWF","sc/effects.sc","inferno_beam_stage3",,,"Above",,,,,,,170
"inferno_hit_effect",,"true",,,,"ParticleEmitter",,,"inferno_hit_sparks",,"Object",,70,,,,,
,,,,,,"SWF","sc/effects.sc","inferno_hit_lines",,,"Object",,,,,,,
