"Name","BaseChest","Arena","InShop","InArenaInfo","TournamentChest","SurvivalChest","ShopPriceWithoutSpeedUp","TimeTakenDays","TimeTakenHours","TimeTakenMinutes","TimeTakenSeconds","RandomSpells","DifferentSpells","ChestCountInChestCycle","RareChance","EpicChance","LegendaryChance","GuaranteedSpells","MinGoldPerCard","MaxGoldPerCard","FileName","ExportName","ShopExportName","GainedExportName","AnimExportName","OpenInstanceName","SlotLandEffect","OpenEffect","TapSound","TapSoundShop","DescriptionTID","TID","NotificationTID","SpellSet","Exp","SortValue","SpecialOffer"
"Tournament1st_Arena7_2","Tournament1st_2","Arena7",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena7_2","Tournament2nd_2","Arena7",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena7_2","Tournament3rd_2","Arena7",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena7_2","TournamentOther_2","Arena7",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena8_2","Tournament1st_2","Arena8",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena8_2","Tournament2nd_2","Arena8",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena8_2","Tournament3rd_2","Arena8",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena8_2","TournamentOther_2","Arena8",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena_L_2","Tournament1st_2","Arena_L",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena_L_2","Tournament2nd_2","Arena_L",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena_L_2","Tournament3rd_2","Arena_L",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena_L_2","TournamentOther_2","Arena_L",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giant_Arena9","Giant","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super_Arena9","Super","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silver_Arena9","Silver","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gold_Arena9","Gold","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Magic_Arena9","Magic","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epic_Arena9","Epic","Arena9",,,,,,,,,,20,5,,,,,,,,,,,,,,,,,,,,,,,,
"Free_Arena9","Free","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Star_Arena9","Star","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena9","Tournament1st","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,"Tournament1st_Arena9",,,,,,,,,,,,
"Tournament2nd_Arena9","Tournament2nd","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,"Tournament2nd_Arena9",,,,,,,,,,,,
"Tournament3rd_Arena9","Tournament3rd","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,"Tournament3rd_Arena9",,,,,,,,,,,,
"TournamentOther_Arena9","TournamentOther","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,"TournamentOther_Arena9",,,,,,,,,,,,
"Tournament1st_Arena9_2","Tournament1st_2","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena9_2","Tournament2nd_2","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena9_2","Tournament3rd_2","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena9_2","TournamentOther_2","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Survival_Bronze_Arena9","Survival_Bronze","Arena9",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Survival_Gold_Arena9","Survival_Gold","Arena9",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_1",,"TrainingCamp",,,,,,,,,,,,,10,100,2000,,6,6,"sc/ui_chest.sc","chest_star_closed",,"get_gold_chest","chest_open_gold","chest_star","chest_landing_magic","openChest_star","tap_magic_chest","sound_openChest_magical",,"TID_CLAN_CROWN_CHEST",,,,,
"ClanCrownChest_2",,"TrainingCamp",,,,,,,,,,,,,10,100,2000,,6,6,"sc/ui_chest.sc","chest_star_closed",,"get_gold_chest","chest_open_gold","chest_star","chest_landing_magic","openChest_star","tap_magic_chest","sound_openChest_magical",,"TID_CLAN_CROWN_CHEST",,,,,
"ClanCrownChest_3",,"TrainingCamp",,,,,,,,,,,,,10,100,2000,,6,6,"sc/ui_chest.sc","chest_star_closed",,"get_gold_chest","chest_open_gold","chest_star","chest_landing_magic","openChest_star","tap_magic_chest","sound_openChest_magical",,"TID_CLAN_CROWN_CHEST",,,,,
"ClanCrownChest_4",,"TrainingCamp",,,,,,,,,,,,,10,100,2000,,6,6,"sc/ui_chest.sc","chest_star_closed",,"get_gold_chest","chest_open_gold","chest_star","chest_landing_magic","openChest_star","tap_magic_chest","sound_openChest_magical",,"TID_CLAN_CROWN_CHEST",,,,,
"ClanCrownChest_5",,"TrainingCamp",,,,,,,,,,,,,10,100,2000,,6,6,"sc/ui_chest.sc","chest_star_closed",,"get_gold_chest","chest_open_gold","chest_star","chest_landing_magic","openChest_star","tap_magic_chest","sound_openChest_magical",,"TID_CLAN_CROWN_CHEST",,,,,
"ClanCrownChest_6",,"TrainingCamp",,,,,,,,,,,,,10,100,2000,,6,6,"sc/ui_chest.sc","chest_star_closed",,"get_gold_chest","chest_open_gold","chest_star","chest_landing_magic","openChest_star","tap_magic_chest","sound_openChest_magical",,"TID_CLAN_CROWN_CHEST",,,,,
"ClanCrownChest_7",,"TrainingCamp",,,,,,,,,,,,,10,100,2000,,6,6,"sc/ui_chest.sc","chest_star_closed",,"get_gold_chest","chest_open_gold","chest_star","chest_landing_magic","openChest_star","tap_magic_chest","sound_openChest_magical",,"TID_CLAN_CROWN_CHEST",,,,,
"ClanCrownChest_8",,"TrainingCamp",,,,,,,,,,,,,10,100,2000,,6,6,"sc/ui_chest.sc","chest_star_closed",,"get_gold_chest","chest_open_gold","chest_star","chest_landing_magic","openChest_star","tap_magic_chest","sound_openChest_magical",,"TID_CLAN_CROWN_CHEST",,,,,
"ClanCrownChest_9",,"TrainingCamp",,,,,,,,,,,,,10,100,2000,,6,6,"sc/ui_chest.sc","chest_star_closed",,"get_gold_chest","chest_open_gold","chest_star","chest_landing_magic","openChest_star","tap_magic_chest","sound_openChest_magical",,"TID_CLAN_CROWN_CHEST",,,,,
"ClanCrownChest_10",,"TrainingCamp",,,,,,,,,,,,,10,100,2000,,6,6,"sc/ui_chest.sc","chest_star_closed",,"get_gold_chest","chest_open_gold","chest_star","chest_landing_magic","openChest_star","tap_magic_chest","sound_openChest_magical",,"TID_CLAN_CROWN_CHEST",,,,,
