"Name","FileNames","MinVolume","MaxVolume","MinPitch","MaxPitch","Priority","MaximumByType","MaxRepeatMs","Loop","PlayVariationsInSequence","PlayVariationsInSequenceManualReset","StartDelayMinMs","StartDelayMaxMs","PlayOnlyWhenInView","MaxVolumeScaleLimit","NoSoundScaleLimit","PadEmpyToEndMs"
"sound_balloon_die","sfx/building_destroyed_05.wav",40,40,100,100,1,3,,,,,,,,,,
"sound_goblin_hut_deploy","sfx/deploy_goblin_hut_02.wav",75,75,98,102,1,2,,,,,,,,,,
"sound_goblin_hut_spawn","sfx/goblin_spawn_03.wav",40,50,98,102,2,3,,,,,,,,,,
,"sfx/goblin_spawn_04.wav",40,50,98,102,2,3,,,,,,,,,,
,"sfx/goblin_spawn_01.wav",40,50,98,102,2,3,,,,,,,,,,
,"sfx/goblin_spawn_02.wav",40,50,98,102,2,3,,,,,,,,,,
"sound_goblin_hut_loop",,,,,,,,,,,,,,,,,
"sound_goblin_hut_die","sfx/boulder_impact_01.wav",80,90,95,105,1,2,,,,,,,,,,
"sound_witch_deploy","sfx/summon_witch_01.wav",70,70,100,100,1,3,,,,,,,,,,
"sound_witch_steps","sfx/knight_footstep_01.wav",40,40,98,102,1,2,,,,,,,,,,
,"sfx/knight_footstep_02.wav",40,40,98,102,1,2,,,,,,,,,,
,"sfx/knight_footstep_03.wav",40,40,98,102,1,2,,,,,,,,,,
,"sfx/knight_footstep_04.wav",40,40,98,102,1,3,,,,,,,,,,
"sound_witch_attack_start","sfx/witch_attack_02.wav",35,45,101,99,1,3,,,,,,,,,,
"sound_witch_hit","sfx/knight_attack_hack_01.wav",60,80,98,102,1,3,,,,,,,,,,
"sound_witch_die","sfx/npc_die_02.wav",1,1,97,103,1,5,,,,,,,,,,
"sound_witch_deploy_skeleton","sfx/witch_summon_02.wav",60,60,98,102,1,1,1000,,,,,,,,,
"sound_skeleton_deploy","sfx/skeleton_deploy_03.wav",65,65,100,100,1,1,500,,,,,,,,,
"sound_skeleton_steps","sfx/gen_troop_step_01.wav",20,30,98,102,2,4,,,,,,,,,,
,"sfx/gen_troop_step_02.wav",10,20,98,102,2,4,,,,,,,,,,
,"sfx/gen_troop_step_03.wav",10,20,98,102,2,4,,,,,,,,,,
,"sfx/gen_troop_step_04.wav",10,20,98,102,2,4,,,,,,,,,,
"sound_skeleton_attack_start","sfx/skeleton_atk_03.wav",40,50,97,103,1,2,,,,,,,,,,
"sound_skeleton_hit","sfx/footman_attack_hit_01.wav",10,20,96,104,2,3,,,,,,,,,,
,"sfx/footman_attack_hit_02.wav",10,20,96,104,2,3,,,,,,,,,,
,"sfx/footman_attack_hit_03.wav",10,20,96,104,2,3,,,,,,,,,,
,"sfx/footman_attack_hit_04.wav",10,20,96,104,2,3,,,,,,,,,,
"sound_skeleton_die","sfx/npc_die_02.wav",1,1,97,103,1,5,,,,,,,,,,
"sound_golem_deploy","sfx/giant_deploy_04v3.wav",80,80,100,100,1,2,,,,,,,,,,
"sound_golem_steps","sfx/gen_troop_step_01.wav",40,40,98,102,1,3,,,,,,,,,,
,"sfx/gen_troop_step_02.wav",40,40,98,102,1,2,,,,,,,,,,
,"sfx/gen_troop_step_03.wav",40,40,98,102,1,3,,,,,,,,,,
,"sfx/gen_troop_step_04.wav",40,40,98,102,1,2,,,,,,,,,,
"sound_golem_attack_start","sfx/stone_golem_attack_02.wav",70,80,98,102,1,2,,,,,,,,,,
"sound_golem_hit","sfx/golem_hit_01.wav",70,80,98,102,1,2,,,,,,,,,,
"sound_golem_die","sfx/npc_die_02.wav",1,1,97,103,1,5,,,,,,,,,,
"sound_get_star_player","sfx/get_star_equence_01_v2.wav",65,65,100,100,1,2,,,,,,,,,,
"sound_get_star_enemy","sfx/get_star_equence_01boo.wav",60,60,100,100,1,2,,,,,,,,,,
"sound_generic_death","sfx/npc_die_04.wav",35,45,95,104,1,3,,,,,,,,,,
"deploy timer tick","sfx/deploy_timer_tick_01v4.wav",30,30,100,100,1,2,,,,,,,,,,
"deploy timer ding","sfx/deploy_timer_ding_03.wav",40,40,100,100,1,2,,,,,,,,,,
"enemy deploy timer tick","sfx/enemy_deploy_timer_tick_01.wav",20,20,100,100,1,2,,,,,,,,,,
"enemy deploy timer ding","sfx/enemy_deploy_timer_ding_04.wav",40,40,100,100,1,2,,,,,,,,,,
"match start","sfx/big_horn_start_02_v2.wav",90,90,100,100,1,1,,,,,,,,,,
"Goblin_arena_start","sfx/goblin_arena_jingle_01.wav",90,90,100,100,1,1,,,,,,,,,,
"Underground_arena_start","sfx/underground_arena_jingle_01.wav",90,90,100,100,1,1,,,,,,,,,,
"Bone_pit_arena_start","sfx/bone_pit_arena_jingle_01.wav",90,90,100,100,1,1,,,,,,,,,,
"Dark_arena_start","sfx/dark_arena_jing_01.wav",90,90,100,100,1,1,,,,,,,,,,
"Barbarian_arena_start","sfx/barbarian_jingle_01.wav",90,90,100,100,1,1,,,,,,,,,,
"Spell_arena_start","sfx/spellarena_jing_01.wav",90,90,100,100,1,1,,,,,,,,,,
"Builder_arena_start","sfx/builder_arena_jingle_01.wav",90,90,100,100,1,1,,,,,,,,,,
"inferno_loop","sfx/laser_loop_02.wav",33,33,100,100,1,1,,"true",,,,,,,,
"Overtime","sfx/big_horn_start_02_v2.wav",90,90,100,100,1,1,,,,,,,,,,
"sound_tower_take_damage","sfx/tower_attacked_02.wav",50,50,100,100,1,1,30000,,,,,,,,,
"sound_tower_take_damage_enemy","sfx/enemy_tower_attacked_03.wav",55,55,100,100,1,1,30000,,,,,,,,,
"sound_enemy_die_jingle","sfx/dummy_01.wav",1,1,100,100,5,1,300,,,,,,,,,
"sound_own_die_jingle","sfx/dummy_01.wav",1,1,100,100,5,1,300,,,,,,,,,
"sound_rage_effect","sfx/rage_spell_01.wav",60,60,98,102,1,1,,,,,,,,,,
"sound_inferno_tower_attack","sfx/laser_loop_02.wav",50,50,98,102,1,1,,,,,,,,,,
"sound_valkyrie_deploy","sfx/valkyrie_deploy_02.wav",70,70,100,100,1,3,,,,,,,,,,
"sound_valkyrie_deploy_end","sfx/valkyrie_deploy_end_02.wav",50,50,100,100,1,3,,,,,1000,1000,,,,
"sound_valkyrie_steps","sfx/knight_footstep_01.wav",40,40,98,102,1,2,,,,,,,,,,
,"sfx/knight_footstep_02.wav",40,40,98,102,1,2,,,,,,,,,,
,"sfx/knight_footstep_03.wav",40,40,98,102,1,2,,,,,,,,,,
,"sfx/knight_footstep_04.wav",40,40,98,102,1,3,,,,,,,,,,
"sound_valkyrie_attack_start","sfx/valkyrie_atk_04.wav",60,65,97,103,1,3,,,,,,,,,,
,"sfx/valkyrie_atk_05.wav",60,65,97,103,1,3,,,,,,,,,,
,"sfx/valkyrie_atk_04.wav",60,65,97,103,1,3,,,,,,,,,,
,"sfx/valkyrie_atk_06.wav",60,65,97,103,1,3,,,,,,,,,,
,"sfx/valkyrie_atk_07.wav",60,65,97,103,1,3,,,,,,,,,,
,"sfx/valkyrie_atk_08.wav",60,65,97,103,1,3,,,,,,,,,,
,"sfx/valkyrie_atk_09.wav",60,65,97,103,1,3,,,,,,,,,,
,"sfx/valkyrie_atk_10.wav",60,65,97,103,1,3,,,,,,,,,,
"sound_valkyrie_hit","sfx/valkyrie_hit_01.wav",20,35,98,102,1,3,,,,,,,,,,
"sound_valkyrie_target","sfx/target_01.wav",40,40,98,102,1,3,,,,,,,,,,
"sound_valkyrie_die","sfx/npc_die_02.wav",1,1,97,103,1,5,,,,,,,,,,
"sound_summon_own_big","sfx/summon_own_07.wav",80,80,97,102,1,2,,,,,4200,4200,,,,
"sound_summon_enemy_big","sfx/enemy_summon_01.wav",55,55,97,103,1,2,,,,,3000,3200,,,,
"sound_summon_enemy_big_die","sfx/kill_enemy_big_summon_02.wav",55,55,97,103,1,2,,,,,2000,2500,,,,
"sound_summon_own_big_die","sfx/own_summon_die_03.wav",55,55,97,103,1,2,,,,,2000,2500,,,,
"sound_bomber_deploy","sfx/deploy_skeleton_01.wav",70,70,100,100,1,2,,,,,,,,,,
"sound_bomber_deploy_end","sfx/skeleton_deploy_end_01.wav",70,70,100,100,1,2,,,,,1000,1000,,,,
"sound_bomber_steps","sfx/bomb_skeleton_01v3.wav",25,35,95,105,3,2,,,,,,,,,,
"sound_bomber_attack",,,,,,,,,,,,,,,,,
"sound_bomber_attack_start","sfx/bomb_skeleton_atk_04.wav",75,80,97,103,1,1,,,,,,,,,,
"sound_bomber_hit",,,,,,,,,,,,,,,,,
"sound_bomber_die",,,,,,,,,,,,,,,,,
"sound_BombTower_projectile_hit","sfx/skeleton_bomb_explo_01.wav",65,70,95,105,1,1,,,,,,,,,,
"sound_goblin_barrel_explosion","sfx/barrel_explosion_02.wav",65,70,95,105,1,1,,,,,,,,,,
"sound_goblin_barrel_spawn","sfx/barrel_drawback_14.wav",70,70,100,100,1,2,,,,,,,,,,
"sound_rocket_explosion","sfx/rocket_hit_01v2.wav",75,75,96,104,1,2,,,,,,,,,,
"sound_rocket_spawn","sfx/rocket_launch_02v2.wav",75,75,96,104,1,2,,,,,,,,,,
"sound_dragon_deploy","sfx/archer_deploy_05.wav",40,40,98,102,1,2,,,,,,,,,,
"sound_dragon_steps","sfx/gen_troop_step_01.wav",40,40,98,102,1,2,,,,,,,,,,
,"sfx/gen_troop_step_02.wav",40,40,98,102,1,3,,,,,,,,,,
,"sfx/gen_troop_step_03.wav",40,40,98,102,1,2,,,,,,,,,,
,"sfx/gen_troop_step_04.wav",40,40,98,102,1,2,,,,,,,,,,
"sound_dragon_attack_start","sfx/tinymite_attack_04.wav",1,1,96,104,1,3,,,,,,,,,,
"sound_dragon_attack","sfx/tinymite_attack_04.wav",35,50,95,105,1,3,,,,,,,,,,
,"sfx/tinymite_attack_05.wav",35,50,95,105,1,3,,,,,,,,,,
,"sfx/tinymite_attack_06.wav",35,50,95,105,1,3,,,,,,,,,,
"sound_dragon_die","sfx/npc_die_02.wav",1,1,97,103,1,5,,,,,,,,,,
"chat_donate","sfx/donate_01.wav",40,40,100,100,1,3,,,,,,,,,,
"chat_new_msg","sfx/scroll_chat_01.wav",20,20,100,100,1,5,,,,,,,,,,
"sound_openChest_wood","sfx/wooden_chest_open_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_openChest_iron","sfx/iron_chest_open_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_openChest_gold","sfx/gold_chest_open_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_openChest_magical","sfx/magic_chest_open_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_openChest_star","sfx/star_chest_open_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_openChest_get_gold","sfx/get_card_gold_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_openChest_get_gem","sfx/get_card_gems_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_openChest_get_common","sfx/get_card_comon_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_openChest_get_rare","sfx/get_card_rare_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_openChest_get_epic","sfx/get_epic_rare_01.wav",100,100,100,100,1,5,,,,,,,,,,
"sound_openChest_loop_gold","sfx/chest_loop_01.wav",30,30,100,100,1,1,,"true",,,,,,,,
"sound_openChest_loop_gem","sfx/chest_loop_01.wav",30,30,100,100,1,1,,"true",,,,,,,,
"sound_openChest_loop_common",,40,5,100,100,1,1,,"true",,,,,,,,
"sound_openChest_loop_rare",,40,40,100,100,1,1,,"true",,,,,,,,
"sound_openChest_loop_epic",,40,40,100,100,1,1,,"true",,,,,,,,
"sound_musketeer_deploy","sfx/musketeer_deploy_01.wav",70,70,100,100,1,3,,,,,,,,,,
"sound_musketeer_deploy_end","sfx/musketeer_reload_01.wav",60,60,97,103,1,3,,,,,1200,1200,,,,
"sound_musketeer_steps",,,,,,,,,,,,,,,,,
"sound_musketeer_attack","sfx/musket_fire_02.wav",60,65,94,106,1,4,,,,,,,,,,
"sound_musketeer_attack_start",,,,,,,,,,,,,,,,,
"sound_musketeer_hit",,,,,,,,,,,,,,,,,
"sound_musketeer_target",,,,,,,,,,,,,,,,,
"sound_musketeer_die",,,,,,,,,,,,,,,,,
"sound_upgradeCard_start","sfx/upgrade_card_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_upgradeCard_ready","sfx/card_upgrade_hit_01.wav",60,60,100,100,1,5,,,,,,,,,,
"sound_upgradeCard_stat_appear","sfx/card_upgrade_stat_05.wav",60,60,100,100,1,3,,,,,,,,,,
"sound_upgradeCard_stat_change","sfx/card_upgrade_counter_01.wav",25,25,100,100,1,20,20,,,,,,,,,
"sound_freeze_deploy","sfx/freeze_04.wav",65,65,98,102,1,2,,,,,,,,,,
"sound_tesla_deploy","sfx/boulder_impact_01.wav",40,50,95,105,1,2,,,,,,,,,,
"sound_tesla_up","sfx/tesla_open_02.wav",80,80,98,102,1,3,,,,,,,,,,
"sound_tesla_down","sfx/tesla_close_02.wav",70,70,98,102,1,3,,,,,,,,,,
"sound_tesla_attack_start","sfx/dummy_01.wav",1,1,96,103,1,5,,,,,,,,,,
"sound_tesla_attack","sfx/tesla_zap_01.wav",40,40,96,103,1,5,,,,,,,,,,
"sound_tesla_hit","sfx/boulder_impact_01.wav",1,1,95,105,1,2,,,,,,,,,,
"sound_tesla_target","sfx/tesla_open_02.wav",1,1,100,100,1,3,,,,,,,,,,
"sound_chr_wizard_deploy","sfx/deploy_wizard_01.wav",70,70,100,100,1,1,,,,,,,,,,
"sound_chr_wizard_steps","sfx/dummy_01.wav",1,1,100,100,1,1,,,,,,,,,,
"sound_chr_wizard_target","sfx/target_01.wav",40,40,98,102,1,3,,,,,,,,,,
"sound_chr_wizard_attack_start","sfx/wiz_fireball_01v8.wav",60,60,98,102,1,3,,,,,,,,,,
"sound_chr_wizard_attack","sfx/dummy_01.wav",1,1,95,105,1,3,,,,,,,,,,
"sound_chr_wizard_projectile_hit","sfx/fireball_hit_01.wav",50,50,95,105,2,3,,,,,,,,,,
"sound_chr_wizard_hit","sfx/dummy_01.wav",1,1,100,100,1,1,,,,,,,,,,
"sound_chr_wizard_die","sfx/wiz_hurt_05.wav",40,40,98,102,1,1,,,,,5000,6000,,,,3000
"sound_card_fly_in","sfx/card_fly_in_05.wav",40,40,100,100,2,4,,,,,,,,,,
"sound_elixir_bubble","sfx/elixir_lost_01.wav",20,20,98,102,2,3,,,,,,,,,,
"sound_buy_card","sfx/buy_card_01.wav",45,45,100,100,1,4,,,,,,,,,,
"sound_prince_deploy","sfx/prince_deploy_01.wav",65,65,100,100,1,3,,,,,,,,,,
"sound_prince_deploy_end","sfx/horse_blow_01.wav",65,65,100,100,1,3,,,,,1000,1000,,,,
"sound_prince_steps","sfx/horse_gallop_01.wav",40,45,97,102,2,2,,,,,,,,,,
,"sfx/horse_gallop_02.wav",40,45,97,102,2,2,,,,,,,,,,
"sound_prince_charge_steps","sfx/horse_gallop_01.wav",55,60,130,137,2,2,,,,,,,,,,
,"sfx/horse_gallop_02.wav",55,60,130,137,2,2,,,,,,,,,,
"sound_prince_charge","sfx/rider_charge_03.wav",60,60,100,100,1,2,,,,,,,,,,
"sound_prince_charge_hit",,,,,,,,,,,,,,,,,
"sound_prince_attack_start","sfx/prince_atk_01v2.wav",60,60,98,102,1,2,,,,,210,210,,,,
,"sfx/prince_atk_02v2.wav",60,60,98,102,1,2,,,,,210,210,,,,
,"sfx/prince_atk_03v2.wav",60,60,98,102,1,2,,,,,210,210,,,,
,"sfx/prince_atk_04v2.wav",60,60,98,102,1,2,,,,,210,210,,,,
"sound_prince_hit","sfx/prince_hit_01.wav",55,65,95,105,1,2,,,,,,,,,,
"sound_prince_target",,,,,,,,,,,,,,,,,
"sound_spear_goblin_deploy","sfx/spear_gob_dep_01v2.wav",60,60,96,104,1,2,,,,,,,,,,
"sound_spear_goblin_steps",,,,,,,,,,,,,,,,,
"sound_spear_goblin_attack_start","sfx/spear_gob_atk_swish_01.wav",55,55,98,108,1,2,,,,,550,550,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"sound_spear_goblin_attack","sfx/spear_gob_atk_01.wav",40,40,96,104,1,2,,,,,,,,,,
,"sfx/spear_gob_atk_02.wav",40,40,96,104,1,2,,,,,,,,,,
,"sfx/spear_gob_atk_03.wav",40,40,96,104,1,2,,,,,,,,,,
"sound_spear_goblin_die",,,,,,,,,,,,,,,,,
"sound_spear_goblin_projectile_hit","sfx/spear_gob_atk_hit_01.wav",25,30,95,105,2,4,,,,,,,,,,
"sound_giant_skeleton_deploy","sfx/big_skeleton_summon_01.wav",90,90,100,100,1,3,,,,,,,,,,
"sound_giant_skeleton_steps","sfx/big_skeleton_walk_05.wav",45,55,92,106,1,4,,,,,,,,,,
"sound_giant_skeleton_attack_start","sfx/skeleton_arm_swing_02.wav",60,60,96,104,1,3,,,,,200,200,,,,
"sound_giant_skeleton_hit","sfx/big_skeleton_hit_01.wav",80,80,96,104,1,3,,,,,,,,,,
"sound_giant_skeleton_die",,,,,,,,,,,,,,,,,
"sound_minipekka_deploy","sfx/minipekka_deploy_01.wav",80,80,98,102,1,3,,,,,,,,,,
"sound_minipekka_deploy_end","sfx/mini_pekka_deploy_end_05.wav",65,65,100,100,1,3,,,,,1100,1100,,,,
"sound_minipekka_steps","sfx/minipekka_step_03.wav",40,45,96,104,1,3,,,,,,,,,,
"sound_minipekka_attack_start","sfx/mini_pekka_atk_12.wav",60,60,97,103,1,3,,,,,100,100,,,,
"sound_minipekka_hit","sfx/mini_pekka_hit_03.wav",60,70,95,105,1,3,,,,,,,,,,
"sound_minipekka_die","sfx/npc_die_02.wav",1,1,97,103,1,5,,,,,,,,,,
"sound_hog_rider_deploy","sfx/deploy_barbarians_01.wav",70,70,98,102,1,1,500,,,,,,,,,
"sound_hog_rider_steps","sfx/knight_footstep_01.wav",40,40,99,102,1,2,,,,,,,,,,
,"sfx/knight_footstep_02.wav",40,40,99,102,1,2,,,,,,,,,,
,"sfx/knight_footstep_03.wav",40,40,99,102,1,2,,,,,,,,,,
,"sfx/knight_footstep_04.wav",40,40,98,102,1,3,,,,,,,,,,
"sound_hog_rider_attack_start","sfx/barbarian_attack_02.wav",40,50,98,105,1,3,,,,,300,320,,,,
,"sfx/barbarian_attack_03.wav",40,50,98,105,1,3,,,,,300,320,,,,
,"sfx/barbarian_attack_04.wav",40,50,98,105,1,3,,,,,300,320,,,,
,"sfx/barbarian_attack_05.wav",40,50,98,105,1,3,,,,,300,320,,,,
,"sfx/barbarian_attack_06.wav",40,50,98,105,1,3,,,,,300,320,,,,
,"sfx/barbarian_attack_07.wav",40,50,98,105,1,3,,,,,300,320,,,,
,"sfx/barbarian_attack_08.wav",40,50,98,105,1,3,,,,,300,320,,,,
"sound_hog_rider_hit","sfx/knight_attack_hack_01.wav",1,1,98,102,1,3,,,,,,,,,,
"sound_hog_rider_target","sfx/target_01.wav",40,40,98,102,1,3,,,,,,,,,,
"sound_hog_rider_die","sfx/npc_die_02.wav",1,1,97,103,1,5,,,,,,,,,,
"sound_hog_rider_landing","sfx/boulder_impact_01.wav",70,70,98,102,1,1,,,,,,,,,,
"sound_baby_dragon_deploy","sfx/babydragon_deploy_01.wav",80,80,98,102,1,3,,,,,,,,,,
"sound_baby_dragon_deploy_end","sfx/baby_dragon_deploy_end_11.wav",75,75,98,102,2,1,,,,,1100,1100,,,,
"sound_baby_dragon_steps","sfx/babydragon_wing_01.wav",30,40,95,105,2,4,300,,,,100,100,,,,
"sound_baby_dragon_attack_start","sfx/baby_dragon_fireball_08.wav",65,70,98,102,1,3,,,,,150,150,,,,
"sound_baby_dragon_attack",,,,,,,,,,,,,,,,,
"sound_baby_dragon_die",,,,,,,,,,,,,,,,,
"sound_dragon_projectile_hit","sfx/sound_fireball_hit_01.wav",55,65,93,106,2,4,,,,,,,,,,
"tap_magic_chest","sfx/magic_chest_land_01.wav",70,70,100,100,1,2,,,,,,,,,,
"tap_wooden_chest","sfx/wooden_chest_land_01.wav",70,70,100,100,1,2,,,,,,,,,,
"tap_iron_chest","sfx/iron_chest_land_01.wav",70,70,100,100,1,2,,,,,,,,,,
"tap_gold_chest","sfx/golden_chest_land_01.wav",70,70,100,100,1,2,,,,,,,,,,
"sound_king_player_activate","sfx/king_activate_01.wav",100,100,100,100,1,3,,,,,1800,1800,,,,
"sound_king_player_die",,,,,,,,,,,,,,,,,
"sound_king_enemy_activate","sfx/king_activate_01.wav",100,100,100,100,1,3,,,,,1800,1800,,,,
"sound_king_angry","sfx/king_tower_gone_01.wav",100,100,100,100,1,3,1500,,,,,,,,,
,"sfx/king_tower_gone_02.wav",100,100,100,100,1,3,1500,,,,,,,,,
,"sfx/king_tower_gone_03.wav",100,100,100,100,1,3,1500,,,,,,,,,
,"sfx/king_tower_gone_04.wav",100,100,100,100,1,3,1500,,,,,,,,,
,"sfx/king_tower_gone_05.wav",100,100,100,100,1,3,1500,,,,,,,,,
,"sfx/king_tower_gone_06.wav",100,100,100,100,1,3,1500,,,,,,,,,
,"sfx/king_tower_gone_07.wav",100,100,100,100,1,3,1500,,,,,,,,,
"sound_king_happy_tower","sfx/king_happy_01.wav",100,100,100,100,1,3,1500,,,,,,,,,
,"sfx/king_happy_02.wav",100,100,100,100,1,3,1500,,,,,,,,,
,"sfx/king_happy_03.wav",100,100,100,100,1,3,1500,,,,,,,,,
,"sfx/king_happy_04.wav",100,100,100,100,1,3,1500,,,,,,,,,
"sound_king_enemy_die",,,,,,,,,,,,,,,,,
"sound_king_attack","sfx/king_fire_04.wav",60,70,94,106,1,4,,,,,,,,,,
"Achievement Unlock","sfx/achievement_unlock_01.wav",60,60,100,100,1,2,,,,,,,,,,
"Claim Achievement","sfx/claim_achievement_01.wav",60,60,100,100,1,2,,,,,,,,,,
"First_Crown","sfx/1st_crown_01.wav",60,60,100,100,,2,,,,,,,,,,
"Second_Crown","sfx/2nd_crown_01.wav",65,65,100,100,,2,,,,,,,,,,
"Third_Crown","sfx/3rd_crown_01.wav",70,70,100,100,,2,,,,,,,,,,
"sound_chest_fly","sfx/chest_fly_01.wav",60,60,100,100,1,2,,,,,250,250,,,,
"Tut_jing_start","sfx/tut_jing_01.wav",90,90,100,100,1,1,,,,,,,,,,
"Tut_jing_time_1","sfx/tut_jing_02.wav",70,70,100,100,1,1,,,,,,,,,,
"Tut_jing_time_2","sfx/tut_jing_02.wav",80,80,119,119,1,1,,,,,,,,,,
"Tut_count_01","sfx/tut_count_01.wav",55,55,100,100,1,4,,,,,,,,,,
"Names_whoosh_out","sfx/tex_whoosh_02.wav",60,60,100,100,1,4,,,,,,,,,,
"Names_whoosh_in","sfx/text_whoosh_in_03.wav",90,90,100,100,1,4,,,,,200,200,,,,
"sound_spell_zap","sfx/zap_02.wav",80,80,95,105,1,3,,,,,,,,,,
"sound_board_slide_in","sfx/board_slide_in_01.wav",55,55,92,92,1,2,,,,,,,,,,
"sound_tombstone_deploy","sfx/tombstone_deploy_01.wav",65,65,100,100,1,3,,,,,,,,,,
"sound_tombstone_spawn","sfx/goblin_spawn_03.wav",40,50,98,102,2,3,,,,,,,,,,
,"sfx/goblin_spawn_04.wav",40,50,98,102,2,3,,,,,,,,,,
,"sfx/goblin_spawn_01.wav",40,50,98,102,2,3,,,,,,,,,,
,"sfx/goblin_spawn_02.wav",40,50,98,102,2,3,,,,,,,,,,
"sound_tombstone_die","sfx/boulder_impact_01.wav",80,90,95,105,1,2,,,,,,,,,,
"sound_supercell_jingle","sfx/supercell_jingle.wav",80,80,100,100,1,3,,,,,,,,,,
"sound_tutorial_first_vo","sfx/king_tut_first_vo_01.wav",90,90,100,100,1,3,,,,,300,300,,,,
"sound_tutorial_second_vo","sfx/king_tut_second_vo_01.wav",80,80,100,100,1,3,,,,,3200,3200,,,,
"sound_tutorial_first_plink","sfx/dummy_01.wav",1,1,100,100,1,1,,,,,,,,,,
"sound_tutorial_second_plink","sfx/tutorial_plink_02v2.wav",65,65,100,100,1,3,,,,,,,,,,
"sound_text_bubble_appear","sfx/speech_bubble_tut_03.wav",40,40,95,105,1,3,,,,,,,,,,
"sound_press_battle_button","sfx/press_arena_01.wav",80,80,100,100,1,3,,,,,,,,,,
"sound_get_crown","sfx/get_crown_02.wav",40,40,100,100,1,5,,,,,,,,,,
"sound_tap_gems","sfx/tap_gems_02.wav",60,60,100,100,1,5,,,,,,,,,,
"sound_tap_coins","sfx/tap_coins_01.wav",42,42,100,100,1,3,,,,,,,,,,
"sound_buy_card_common","sfx/buy_common_card_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_buy_card_rare","sfx/buy_rare_card_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_buy_card_epic","sfx/buy_epic_card_01.wav",80,80,100,100,1,5,,,,,,,,,,
"sound_bomb_tower_die","sfx/building_explode_01.wav",80,80,95,105,1,3,,,,,,,,,,
"sound_purchase_gems","sfx/buy_gems_02.wav",60,60,100,100,1,3,,,,,,,,,,
"sound_king_level_up","sfx/king_level_up_01.wav",95,95,100,100,1,2,,,,,,,,,,
"sound_king_happy","sfx/king_laughter_01.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_laughter_02.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_laughter_03.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_laughter_04.wav",65,65,98,102,1,2,15000,,,,,,,,,
"sound_king_crying","sfx/king_crying_01.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_crying_02.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_crying_03.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_crying_04.wav",65,65,98,102,1,2,15000,,,,,,,,,
"sound_king_congratulate","sfx/king_congrats_01.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_congrats_02.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_congrats_03.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_congrats_04.wav",65,65,98,102,1,2,15000,,,,,,,,,
"sound_king_mad","sfx/king_mad_01.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_mad_02.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_mad_03.wav",65,65,98,102,1,2,15000,,,,,,,,,
,"sfx/king_mad_04.wav",65,65,98,102,1,2,15000,,,,,,,,,
"sound_explosion","sfx/explosion_01.wav",80,80,97,103,1,3,,,,,,,,,,
"sound_GiantSkeleton_bomb_deploy","sfx/bomb_drop_01.wav",80,80,100,100,1,2,,,,,,,,,,
"sound_GiantSkeleton_bomb_die","sfx/explosion_01.wav",80,80,97,103,1,3,,,,,,,,,,
"sound_Balloon_Bomb_deploy","sfx/bomb_drop_01.wav",80,80,100,100,1,2,,,,,,,,,,
"sound_Balloon_Bomb_die","sfx/explosion_01.wav",80,80,97,103,1,3,,,,,,,,,,
"sound_extra_time_jingle","sfx/extratime_jingle_02.wav",100,100,100,100,1,3,,,,,,,,,,
